 -182.98 -179.42 -177.91 -176.58 -176.95 -177.43 -177.04 -175.38 -173.62 -174.52
 -173.38 -172.88 -171.38 -170.07 -170.58 -168.77 -167.80 -169.14 -168.76 -166.74
 -165.48 -163.94 -161.99 -161.93 -161.11 -160.15 -161.24 -162.44 -162.47 -163.49
 -163.43 -164.78 -162.99 -162.89 -161.68 -160.85 -160.15 -157.48 -156.30 -154.32
 -151.82 -150.23 -148.98 -146.71 -145.86 -144.32 -143.40 -141.03 -140.55 -142.20
 -140.79 -141.16 -139.75 -139.74 -141.01 -139.52 -140.06 -138.79 -138.56 -138.21
 -136.08 -137.18 -138.83 -138.46 -137.59 -139.72 -140.01 -139.63 -139.49 -138.32
 -137.90 -138.41 -135.17 -135.66 -137.05 -137.67 -135.72 -133.19 -132.18 -129.71
 -129.51 -130.52 -129.40 -128.37 -128.01 -127.24 -124.94 -122.78 -123.27 -124.40
 -123.40 -123.08 -124.33 -124.95 -125.18 -123.78 -121.28 -120.56 -121.15 -120.61
 -120.46 -119.20 -117.44 -118.24 -117.06 -117.46 -116.67 -116.50 -116.78 -114.09
 -112.39 -111.57 -110.98 -109.77 -107.96 -109.40 -108.66 -107.75 -106.24 -104.37
 -103.49 -103.93 -102.90 -101.53  -99.77
 -181.23 -178.91 -177.93 -176.93 -175.93 -176.60 -176.41 -174.94 -173.47 -174.03
 -173.26 -171.92 -172.03 -169.83 -168.43 -167.85 -166.90 -167.12 -166.83 -166.46
 -165.85 -163.96 -162.15 -161.51 -162.40 -162.01 -161.55 -161.61 -162.02 -163.60
 -163.41 -165.40 -164.23 -162.32 -160.49 -159.76 -158.11 -158.07 -154.31 -153.79
 -151.84 -150.37 -146.12 -146.14 -144.75 -143.40 -142.71 -140.77 -141.48 -141.37
 -141.88 -140.69 -138.79 -139.01 -139.58 -138.61 -139.33 -139.40 -140.29 -138.86
 -136.79 -137.56 -138.76 -139.07 -137.28 -138.71 -139.80 -139.47 -139.91 -138.38
 -137.43 -137.48 -135.14 -135.91 -134.45 -135.28 -135.79 -133.69 -132.67 -131.15
 -130.90 -130.43 -130.02 -128.16 -128.18 -127.06 -125.73 -123.15 -123.33 -123.01
 -122.49 -123.15 -123.29 -123.12 -123.78 -121.48 -121.00 -120.89 -120.99 -120.54
 -120.32 -118.54 -119.11 -119.27 -118.54 -117.57 -116.94 -115.63 -116.48 -115.37
 -113.68 -111.95 -111.54 -110.54 -109.31 -108.08 -107.05 -106.73 -106.07 -104.16
 -104.13 -104.62 -103.14 -102.82  -99.89
 -180.82 -179.01 -177.95 -176.26 -176.20 -175.67 -174.03 -173.55 -173.74 -172.81
 -171.36 -171.70 -170.63 -168.56 -167.58 -167.72 -166.77 -166.18 -167.86 -165.11
 -165.20 -163.24 -162.29 -163.06 -161.96 -162.45 -162.25 -162.95 -161.87 -162.35
 -162.88 -164.95 -164.59 -162.99 -159.57 -158.90 -156.73 -156.12 -152.94 -152.49
 -151.59 -149.69 -146.90 -145.69 -144.20 -142.73 -141.99 -142.78 -142.73 -142.63
 -142.66 -141.70 -140.10 -141.21 -141.07 -141.49 -140.85 -140.43 -141.31 -139.15
 -136.76 -138.16 -138.94 -138.85 -139.63 -139.51 -140.08 -139.27 -139.31 -138.04
 -137.41 -136.18 -135.79 -136.68 -136.87 -136.47 -136.18 -135.92 -134.94 -132.73
 -131.10 -130.96 -129.35 -128.30 -127.96 -126.82 -125.13 -123.97 -124.85 -124.37
 -122.29 -122.37 -124.18 -123.35 -120.71 -120.13 -121.39 -121.49 -121.17 -121.47
 -119.50 -120.21 -119.56 -119.57 -120.65 -120.06 -117.60 -116.07 -116.51 -115.78
 -114.37 -114.15 -111.60 -111.07 -110.34 -107.01 -102.71 -104.05 -105.34 -104.19
 -104.58 -104.57 -102.90 -101.68  -99.03
