 0.48136E+05 0.43634E+05 0.41909E+05 0.42436E+05 0.47577E+05 0.48385E+05 0.51132E+05 0.49095E+05 0.45447E+05 0.46075E+05
 0.47518E+05 0.46788E+05 0.43861E+05 0.42466E+05 0.45651E+05 0.48809E+05 0.47917E+05 0.49374E+05 0.49614E+05 0.50531E+05
 0.48789E+05 0.46840E+05 0.45001E+05 0.42624E+05 0.41872E+05 0.42264E+05 0.41079E+05 0.42374E+05 0.43454E+05 0.40306E+05
 0.42761E+05 0.44484E+05 0.44650E+05 0.45156E+05 0.45813E+05 0.43648E+05 0.46340E+05 0.46731E+05 0.42603E+05 0.41082E+05
 0.38918E+05 0.37466E+05 0.37031E+05 0.35952E+05 0.34851E+05 0.33941E+05 0.31900E+05 0.32394E+05 0.32517E+05 0.30250E+05
 0.28062E+05 0.30184E+05 0.30835E+05 0.31959E+05 0.30400E+05 0.28646E+05 0.27622E+05 0.26816E+05 0.26963E+05 0.29226E+05
 0.27577E+05 0.28749E+05 0.29595E+05 0.29628E+05 0.29127E+05 0.28927E+05 0.27394E+05 0.24841E+05 0.25604E+05 0.26132E+05
 0.26144E+05 0.25592E+05 0.25071E+05 0.26172E+05 0.28651E+05 0.29652E+05 0.30654E+05 0.29865E+05 0.28780E+05 0.27128E+05
 0.25202E+05 0.25701E+05 0.26740E+05 0.26306E+05 0.28535E+05 0.28355E+05 0.29391E+05 0.28187E+05 0.27849E+05 0.27008E+05
 0.24409E+05 0.23663E+05 0.23761E+05 0.25025E+05 0.25223E+05 0.25386E+05 0.22921E+05 0.22281E+05 0.24117E+05 0.24789E+05
 0.25278E+05 0.23540E+05 0.23674E+05 0.22939E+05 0.21603E+05 0.21509E+05 0.20798E+05 0.17544E+05 0.16382E+05 0.14223E+05
 0.12308E+05 0.12116E+05 0.13185E+05 0.10386E+05 0.94148E+04 0.10335E+05 0.10078E+05 0.97681E+04 0.93764E+04 0.92584E+04
 0.83630E+04 0.74606E+04 0.83663E+04 0.83485E+04 0.70085E+04
 0.47048E+05 0.42637E+05 0.43992E+05 0.44231E+05 0.46958E+05 0.49944E+05 0.49381E+05 0.47096E+05 0.45266E+05 0.45438E+05
 0.43828E+05 0.46274E+05 0.44250E+05 0.41001E+05 0.43562E+05 0.47674E+05 0.47284E+05 0.47113E+05 0.49691E+05 0.49958E+05
 0.47823E+05 0.45209E+05 0.43855E+05 0.42507E+05 0.40953E+05 0.41197E+05 0.39798E+05 0.40669E+05 0.42253E+05 0.40824E+05
 0.39736E+05 0.41648E+05 0.42351E+05 0.45821E+05 0.47194E+05 0.48814E+05 0.45597E+05 0.46123E+05 0.42203E+05 0.40672E+05
 0.39374E+05 0.39228E+05 0.37082E+05 0.36865E+05 0.34047E+05 0.32188E+05 0.29839E+05 0.30527E+05 0.29855E+05 0.27932E+05
 0.25026E+05 0.28747E+05 0.30223E+05 0.31310E+05 0.31215E+05 0.29005E+05 0.26821E+05 0.25494E+05 0.25054E+05 0.28096E+05
 0.27610E+05 0.25845E+05 0.28993E+05 0.27816E+05 0.28116E+05 0.29685E+05 0.28736E+05 0.26876E+05 0.26924E+05 0.26178E+05
 0.25334E+05 0.26364E+05 0.25067E+05 0.26300E+05 0.27197E+05 0.30679E+05 0.30022E+05 0.29097E+05 0.28361E+05 0.26904E+05
 0.25815E+05 0.24876E+05 0.27758E+05 0.28269E+05 0.28835E+05 0.29417E+05 0.28613E+05 0.26520E+05 0.23589E+05 0.24382E+05
 0.23473E+05 0.24422E+05 0.24389E+05 0.24510E+05 0.23668E+05 0.22459E+05 0.23626E+05 0.22939E+05 0.22648E+05 0.22370E+05
 0.22584E+05 0.23305E+05 0.22896E+05 0.22743E+05 0.22696E+05 0.21905E+05 0.20190E+05 0.17818E+05 0.16404E+05 0.14237E+05
 0.12442E+05 0.11734E+05 0.12584E+05 0.11181E+05 0.97406E+04 0.10054E+05 0.91582E+04 0.87153E+04 0.85426E+04 0.78988E+04
 0.78328E+04 0.73764E+04 0.69190E+04 0.70391E+04 0.65963E+04
 0.48493E+05 0.45554E+05 0.44197E+05 0.44567E+05 0.46415E+05 0.50377E+05 0.48788E+05 0.47970E+05 0.46381E+05 0.43093E+05
 0.43598E+05 0.44662E+05 0.43560E+05 0.43423E+05 0.47199E+05 0.46404E+05 0.49301E+05 0.48288E+05 0.50806E+05 0.49650E+05
 0.49887E+05 0.46071E+05 0.44020E+05 0.44106E+05 0.41183E+05 0.41485E+05 0.41301E+05 0.40640E+05 0.41194E+05 0.39474E+05
 0.38970E+05 0.42103E+05 0.42559E+05 0.45510E+05 0.48352E+05 0.49236E+05 0.49701E+05 0.46428E+05 0.42104E+05 0.44532E+05
 0.41466E+05 0.39754E+05 0.40306E+05 0.38831E+05 0.34551E+05 0.30263E+05 0.30323E+05 0.30199E+05 0.28325E+05 0.27662E+05
 0.27402E+05 0.26076E+05 0.28589E+05 0.30788E+05 0.31971E+05 0.29569E+05 0.28053E+05 0.25405E+05 0.25278E+05 0.29419E+05
 0.27165E+05 0.28773E+05 0.28650E+05 0.27622E+05 0.28435E+05 0.30292E+05 0.30234E+05 0.28937E+05 0.28302E+05 0.26228E+05
 0.25611E+05 0.27360E+05 0.29045E+05 0.31181E+05 0.29875E+05 0.29730E+05 0.30190E+05 0.29753E+05 0.29396E+05 0.28142E+05
 0.23885E+05 0.25197E+05 0.27852E+05 0.28758E+05 0.29838E+05 0.31691E+05 0.27642E+05 0.25725E+05 0.24905E+05 0.25394E+05
 0.23791E+05 0.22568E+05 0.24458E+05 0.25181E+05 0.23120E+05 0.22831E+05 0.23290E+05 0.23980E+05 0.22706E+05 0.22168E+05
 0.22642E+05 0.24469E+05 0.23405E+05 0.23374E+05 0.23821E+05 0.23092E+05 0.20842E+05 0.19324E+05 0.16025E+05 0.15247E+05
 0.14189E+05 0.12553E+05 0.11383E+05 0.10103E+05 0.10118E+05 0.97075E+04 0.91904E+04 0.89836E+04 0.83103E+04 0.69828E+04
 0.62883E+04 0.72374E+04 0.61526E+04 0.71275E+04 0.65916E+04
 0.46888E+05 0.48079E+05 0.46865E+05 0.44709E+05 0.45363E+05 0.45785E+05 0.45535E+05 0.46185E+05 0.42765E+05 0.45307E+05
 0.43847E+05 0.43762E+05 0.42506E+05 0.45617E+05 0.47670E+05 0.47832E+05 0.47160E+05 0.49081E+05 0.50615E+05 0.49320E+05
 0.49148E+05 0.46449E+05 0.46912E+05 0.43511E+05 0.42053E+05 0.41456E+05 0.39827E+05 0.39872E+05 0.40957E+05 0.39847E+05
 0.38493E+05 0.41454E+05 0.44835E+05 0.47025E+05 0.48311E+05 0.48618E+05 0.49562E+05 0.45636E+05 0.45311E+05 0.39825E+05
 0.40816E+05 0.37864E+05 0.38753E+05 0.38070E+05 0.36516E+05 0.34358E+05 0.30690E+05 0.30728E+05 0.30135E+05 0.28836E+05
 0.28523E+05 0.29853E+05 0.26934E+05 0.28468E+05 0.28719E+05 0.30158E+05 0.28085E+05 0.25600E+05 0.27756E+05 0.27260E+05
 0.30057E+05 0.30238E+05 0.30077E+05 0.28803E+05 0.30037E+05 0.31635E+05 0.31332E+05 0.27947E+05 0.27407E+05 0.25763E+05
 0.27749E+05 0.29426E+05 0.29197E+05 0.32477E+05 0.32414E+05 0.30611E+05 0.30458E+05 0.30459E+05 0.29978E+05 0.26391E+05
 0.25645E+05 0.27358E+05 0.27596E+05 0.28086E+05 0.30108E+05 0.29728E+05 0.28321E+05 0.26130E+05 0.25347E+05 0.26226E+05
 0.24203E+05 0.23685E+05 0.23794E+05 0.24231E+05 0.21635E+05 0.22052E+05 0.22941E+05 0.23384E+05 0.23744E+05 0.24149E+05
