325,325,325,325,325,325,325,400,400,400,400,400,400,400,400,400,400,400,325,325,325,325,325,325,325
325,325,325,325,325,400,400,400,400,400,400,400,400,400,400,400,400,400,325,325,325,325,325,325,325
325,325,325,325,325,400,400,400,400,400,400,400,400,400,400,400,400,400,325,325,325,325,325,325,325
325,325,325,325,400,400,400,400,400,400,400,400,400,400,400,400,400,400,325,325,325,325,325,325,325
325,325,325,325,400,400,400,400,400,400,400,400,400,400,400,400,400,400,325,325,325,325,325,325,325
325,325,325,325,400,400,400,400,400,400,400,400,400,400,400,400,400,400,325,325,325,325,325,325,325
325,325,325,325,400,400,400,400,400,400,400,400,400,400,400,400,400,400,325,325,325,325,325,325,325
325,325,325,325,325,400,400,400,400,400,400,400,400,400,400,400,400,400,325,325,325,325,325,325,325
325,325,325,325,325,400,400,400,400,400,400,400,400,400,400,400,400,400,325,325,325,325,325,325,325
325,325,325,325,325,400,400,400,400,400,400,400,400,400,400,400,400,400,325,325,325,325,325,325,325
325,325,325,325,325,325,400,400,400,400,400,400,400,400,400,400,400,325,325,325,325,325,325,325,325
250,325,325,325,325,325,400,400,400,400,400,400,400,400,400,400,325,325,325,325,325,325,325,325,325
250,325,325,325,325,325,325,325,400,400,400,400,400,400,400,325,325,325,325,325,325,325,325,325,325
250,325,325,325,325,325,325,325,325,325,400,400,400,400,325,325,325,325,325,325,325,325,325,325,325
250,250,250,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325
250,250,250,250,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,250
250,250,250,250,250,250,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,250,250
250,250,250,250,250,250,250,325,325,325,325,325,325,325,325,325,325,325,325,325,325,250,250,250,250
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250
250,250,250,250,250,250,250,250,250,250,250,325,325,325,325,325,250,250,250,250,250,250,250,250,250
250,250,250,250,250,250,250,250,250,250,250,325,325,325,325,325,325,325,325,250,250,250,250,250,250
250,250,250,250,250,250,250,250,250,250,250,325,325,325,325,325,325,325,325,325,325,250,250,250,250
250,250,250,250,250,250,250,250,250,250,250,325,325,325,325,325,325,325,325,325,325,325,250,250,250
250,250,250,250,250,250,250,250,250,250,250,325,325,325,325,325,325,325,325,325,325,325,325,250,250
250,250,250,250,250,250,250,250,250,250,250,325,325,325,325,325,325,325,325,325,325,325,325,325,250
250,250,250,250,250,250,250,250,250,250,250,325,325,325,325,325,325,325,325,325,325,325,325,325,250
250,250,250,250,250,250,250,250,250,250,250,325,325,325,325,325,325,325,325,325,325,325,325,325,250
250,250,250,250,250,250,250,250,250,250,250,325,325,325,325,325,325,325,325,325,325,325,325,325,250
250,250,250,250,250,250,250,250,250,250,250,250,325,325,325,325,325,325,325,325,325,325,325,325,250
250,250,250,250,250,250,250,250,250,250,250,250,325,325,325,325,325,325,325,325,325,325,325,325,250
250,250,250,250,250,250,250,250,250,250,250,250,250,325,325,325,325,325,325,325,325,325,325,250,250
250,250,250,250,250,250,250,250,250,250,250,250,250,250,325,325,325,325,325,325,325,325,250,250,250
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,325,325,325,250,250,250,250,250,250,250
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250
