1 1 20 0.6574074223836263 33333.33435058594 -2.0
1 2 20 0.6388889032999675 33333.33435058594 -2.0
1 3 20 0.6203703842163086 33333.33435058594 -2.0
1 4 20 0.6018518651326498 33333.33435058594 -2.0
1 5 20 0.5833333460489909 33333.33435058594 -2.0
1 6 20 0.564814826965332 33333.33435058594 -2.0
1 7 20 0.5462963078816732 33333.33435058594 -2.0
1 8 20 0.5277777887980143 33333.33435058594 -2.0
1 9 20 0.5092592697143554 33333.33435058594 -2.0
1 10 20 0.4907407506306966 33333.33435058594 -2.0
1 11 20 0.47222223154703774 33333.33435058594 -2.0
1 12 20 0.4537037124633789 33333.33435058594 -2.0
1 13 20 0.43518519337972006 33333.33435058594 -2.0
1 14 20 0.4166666742960612 33333.33435058594 -2.0
1 15 20 0.3981481552124023 33333.33435058594 -2.0
1 16 20 0.3796296361287435 33333.33435058594 -2.0
1 17 20 0.36111111704508464 33333.33435058594 -2.0
1 18 20 0.34259259796142577 33333.33435058594 -2.0
1 19 20 0.3240740788777669 33333.33435058594 -2.0
1 20 20 0.3055555597941081 33333.33435058594 -2.0
1 21 20 0.2870370407104492 33333.33435058594 -2.0
1 22 20 0.26851852162679035 33333.33435058594 -2.0
1 23 20 0.2500000025431315 33333.33435058594 -2.0
1 24 20 0.23148148345947267 33333.33435058594 -2.0
1 25 20 0.2129629643758138 33333.33435058594 -2.0
1 26 20 0.19444444529215496 33333.33435058594 -2.0
1 27 20 0.1759259262084961 33333.33435058594 -2.0
